merchant,vertical,tier,seasonality,peak_months,engagement_month_label,engagement_month_sort,engagement_date,engagement_type,priority,owner,fy26_fc_gmv,status,next_action,leadership_flag,playbook
Speedy Glass,Auto,Tier 2,"auto_spring, auto_winter_prep","Apr, May, Jun, Oct, Nov",Feb 2027,2027-02,2027-02-01,T-8 to T-4 launch prep,Medium,Lynda Khouildi,$416.25,Planned,Schedule planning touchpoint,No,Spring upgrade / winter prep parts and service financing
Sunday Furniture Ltd,Furniture & Home,Tier 2,"spring_home, bts, holiday","Apr, May, Aug, Sep, Nov, Dec",Feb 2027,2027-02,2027-02-01,T-8 to T-4 launch prep,Medium,Lynda Khouildi,"$519,933",Planned,Schedule planning touchpoint,No,Spring refresh / move season / holiday big-ticket financing
Tdot Performance,Auto,Tier 2,"auto_spring, auto_winter_prep","Apr, May, Jun, Oct, Nov",Feb 2027,2027-02,2027-02-01,T-8 to T-4 launch prep,Medium,Lynda Khouildi,"$805,141",Planned,Schedule planning touchpoint,No,Spring upgrade / winter prep parts and service financing
The Vision Clinic,Aesthetics / Medical,Tier 2,"new_year, pre_summer_aesthetic, holiday","Jan, Feb, Apr, May, Jun, Nov, Dec",Feb 2027,2027-02,2027-02-01,T-8 to T-4 launch prep,Medium,Cathryn Felton,"$1,037",Planned,Schedule planning touchpoint,No,New Year / pre-summer treatment package financing
Thermomix TM4U,Appliances,Tier 2,"spring_home, holiday","Apr, May, Nov, Dec",Feb 2027,2027-02,2027-02-01,T-8 to T-4 launch prep,Medium,Lynda Khouildi,"$711,833",Planned,Schedule planning touchpoint,No,Spring reno / holiday appliance promo planning
Tire Connect,Auto,Tier 2,"auto_spring, auto_winter_prep","Apr, May, Jun, Oct, Nov",Feb 2027,2027-02,2027-02-01,T-8 to T-4 launch prep,Medium,Lynda Khouildi,"$253,691",Planned,Schedule planning touchpoint,No,Spring upgrade / winter prep parts and service financing
Transformer Table,Furniture & Home,Tier 2,"spring_home, bts, holiday","Apr, May, Aug, Sep, Nov, Dec",Feb 2027,2027-02,2027-02-01,T-8 to T-4 launch prep,Medium,Lynda Khouildi,"$195,320",Planned,Schedule planning touchpoint,No,Spring refresh / move season / holiday big-ticket financing
Trevi Siege Social,Appliances,Tier 2,"spring_home, holiday","Apr, May, Nov, Dec",Feb 2027,2027-02,2027-02-01,T-8 to T-4 launch prep,Medium,Saagar Chugh,"$3,137",Planned,Schedule planning touchpoint,No,Spring reno / holiday appliance promo planning
Utopia Spa Centre,Aesthetics / Medical,Tier 2,"new_year, pre_summer_aesthetic, holiday","Jan, Feb, Apr, May, Jun, Nov, Dec",Feb 2027,2027-02,2027-02-01,T-8 to T-4 launch prep,Medium,Cathryn Felton,"$441,968",Planned,Schedule planning touchpoint,No,New Year / pre-summer treatment package financing
Vogue Optical,Aesthetics / Medical,Tier 2,"new_year, pre_summer_aesthetic, holiday","Jan, Feb, Apr, May, Jun, Nov, Dec",Feb 2027,2027-02,2027-02-01,T-8 to T-4 launch prep,Medium,Cathryn Felton,"$14,295",Planned,Schedule planning touchpoint,No,New Year / pre-summer treatment package financing
Goodmorning.com,Sleep,Tier 0,"spring_home, labour_day, holiday","Apr, May, Sep, Nov, Dec",Mar 2027,2027-03,2027-03-01,T-8 to T-4 launch prep,High,Cathryn Felton,$3.44M,Planned,Lock creative and launch checklist,Yes,Spring / Labour Day / holiday mattress and bedding push
Linen Chest,Furniture & Home,Tier 0,"spring_home, holiday, boxing_day","Apr, May, Nov, Dec",Mar 2027,2027-03,2027-03-01,T-8 to T-4 launch prep,High,Cathryn Felton,"$965,876",Planned,Lock creative and launch checklist,Yes,Spring refresh / move season / holiday big-ticket financing
Rona,Home Improvement,Tier 0,"spring_home, summer_home, holiday","Apr, May, Jun, Jul, Nov, Dec",Mar 2027,2027-03,2027-03-01,T-8 to T-4 launch prep,High,Alex Utting,,Planned,Lock creative and launch checklist,Yes,Spring reno / summer outdoor / holiday tools
Sleep Country,Sleep,Tier 0,"spring_home, labour_day, holiday","Apr, May, Sep, Nov, Dec",Mar 2027,2027-03,2027-03-01,T-8 to T-4 launch prep,High,Alex Utting,,Planned,Lock creative and launch checklist,Yes,Spring / Labour Day / holiday mattress and bedding push
Structube,Furniture & Home,Tier 0,"spring_home, bts, holiday","Apr, May, Aug, Sep, Nov, Dec",Mar 2027,2027-03,2027-03-01,T-8 to T-4 launch prep,High,Alex Utting,,Planned,Lock creative and launch checklist,Yes,Spring refresh / move season / holiday big-ticket financing
Canac,Home Improvement,Tier 1,"spring_home, summer_home, holiday","Apr, May, Jun, Jul, Nov, Dec",Mar 2027,2027-03,2027-03-01,T-8 to T-4 launch prep,High,Cathryn Felton,$1.24M,Planned,Lock creative and launch checklist,No,Spring reno / summer outdoor / holiday tools
Clutch,Auto,Tier 1,"auto_spring, auto_winter_prep","Apr, May, Jun, Oct, Nov",Mar 2027,2027-03,2027-03-01,T-8 to T-4 launch prep,High,Cathryn Felton,$1.42M,Planned,Lock creative and launch checklist,No,Spring upgrade / winter prep parts and service financing
Cozey,Furniture & Home,Tier 1,"spring_home, bts, holiday","Apr, May, Aug, Sep, Nov, Dec",Mar 2027,2027-03,2027-03-01,T-8 to T-4 launch prep,High,Alex Utting,,Planned,Lock creative and launch checklist,No,Spring refresh / move season / holiday big-ticket financing
EQ3,Furniture & Home,Tier 1,"spring_home, bts, holiday","Apr, May, Aug, Sep, Nov, Dec",Mar 2027,2027-03,2027-03-01,T-8 to T-4 launch prep,High,Cathryn Felton,"$974,442",Planned,Lock creative and launch checklist,No,Spring refresh / move season / holiday big-ticket financing
GE Applicances,Appliances,Tier 1,"spring_home, holiday","Apr, May, Nov, Dec",Mar 2027,2027-03,2027-03-01,T-8 to T-4 launch prep,High,Lynda Khouildi,"$483,558",Planned,Lock creative and launch checklist,No,Spring reno / holiday appliance promo planning
JYSK,Furniture & Home,Tier 1,"spring_home, bts, holiday","Apr, May, Aug, Sep, Nov, Dec",Mar 2027,2027-03,2027-03-01,T-8 to T-4 launch prep,High,Lynda Khouildi,"$445,946",Planned,Lock creative and launch checklist,No,Spring refresh / move season / holiday big-ticket financing
LG Canada,Appliances,Tier 1,"spring_home, holiday","Apr, May, Nov, Dec",Mar 2027,2027-03,2027-03-01,T-8 to T-4 launch prep,High,Saagar Chugh,$6.75M,Planned,Lock creative and launch checklist,No,Spring reno / holiday appliance promo planning
MUST,Furniture & Home,Tier 1,"spring_home, bts, holiday","Apr, May, Aug, Sep, Nov, Dec",Mar 2027,2027-03,2027-03-01,T-8 to T-4 launch prep,High,Lynda Khouildi,"$6,415",Planned,Lock creative and launch checklist,No,Spring refresh / move season / holiday big-ticket financing
Maison Corbeil,Furniture & Home,Tier 1,"spring_home, bts, holiday","Apr, May, Aug, Sep, Nov, Dec",Mar 2027,2027-03,2027-03-01,T-8 to T-4 launch prep,High,Lynda Khouildi,"$10,281",Planned,Lock creative and launch checklist,No,Spring refresh / move season / holiday big-ticket financing
MedSpa Partners,Aesthetics / Medical,Tier 1,"new_year, pre_summer_aesthetic, holiday","Jan, Feb, Apr, May, Jun, Nov, Dec",Mar 2027,2027-03,2027-03-01,T-8 to T-4 launch prep,High,Cathryn Felton,"$781,843",Planned,Lock creative and launch checklist,No,New Year / pre-summer treatment package financing
Nissan Stores,Auto,Tier 1,"auto_spring, auto_winter_prep","Apr, May, Jun, Oct, Nov",Mar 2027,2027-03,2027-03-01,T-8 to T-4 launch prep,High,Lynda Khouildi,"$350,648",Planned,Lock creative and launch checklist,No,Spring upgrade / winter prep parts and service financing
Skin Vitality,Aesthetics / Medical,Tier 1,"new_year, pre_summer_aesthetic, holiday","Jan, Feb, Apr, May, Jun, Nov, Dec",Mar 2027,2027-03,2027-03-01,T-8 to T-4 launch prep,High,Cathryn Felton,$2.10M,Planned,Lock creative and launch checklist,No,New Year / pre-summer treatment package financing
Urban Barn,Furniture & Home,Tier 1,"spring_home, bts, holiday","Apr, May, Aug, Sep, Nov, Dec",Mar 2027,2027-03,2027-03-01,T-8 to T-4 launch prep,High,Cathryn Felton,$1.89M,Planned,Lock creative and launch checklist,No,Spring refresh / move season / holiday big-ticket financing
1010 Tires,Auto,Tier 2,"auto_spring, auto_winter_prep","Apr, May, Jun, Oct, Nov",Mar 2027,2027-03,2027-03-01,T-8 to T-4 launch prep,Medium,Lynda Khouildi,"$681,828",Planned,Schedule planning touchpoint,No,Spring upgrade / winter prep parts and service financing
Action Car and Truck Accessories,Auto,Tier 2,"auto_spring, auto_winter_prep","Apr, May, Jun, Oct, Nov",Mar 2027,2027-03,2027-03-01,T-8 to T-4 launch prep,Medium,Lynda Khouildi,"$154,601",Planned,Schedule planning touchpoint,No,Spring upgrade / winter prep parts and service financing
Ashley Home Store,Furniture & Home,Tier 2,"spring_home, bts, holiday","Apr, May, Aug, Sep, Nov, Dec",Mar 2027,2027-03,2027-03-01,T-8 to T-4 launch prep,Medium,Saagar Chugh,"$430,215",Planned,Schedule planning touchpoint,No,Spring refresh / move season / holiday big-ticket financing
Bath Depot,Home Improvement,Tier 2,"spring_home, summer_home","Apr, May, Jun, Jul",Mar 2027,2027-03,2027-03-01,T-8 to T-4 launch prep,Medium,Cathryn Felton,"$747,357",Planned,Schedule planning touchpoint,No,Spring reno / summer outdoor / holiday tools
Bath Depot In-Store,Home Improvement,Tier 2,"spring_home, summer_home","Apr, May, Jun, Jul",Mar 2027,2027-03,2027-03-01,T-8 to T-4 launch prep,Medium,Cathryn Felton,"$584,088",Planned,Schedule planning touchpoint,No,Spring reno / summer outdoor / holiday tools
Canada Wheels,Auto,Tier 2,"auto_spring, auto_winter_prep","Apr, May, Jun, Oct, Nov",Mar 2027,2027-03,2027-03-01,T-8 to T-4 launch prep,Medium,Lynda Khouildi,$1.01M,Planned,Schedule planning touchpoint,No,Spring upgrade / winter prep parts and service financing
Canadian Tire (Pending),Auto,Tier 2,"auto_spring, auto_winter_prep","Apr, May, Jun, Oct, Nov",Mar 2027,2027-03,2027-03-01,T-8 to T-4 launch prep,Medium,Alex Utting,,Planned,Schedule planning touchpoint,No,Spring upgrade / winter prep parts and service financing
Clinique d'ophtalmologie COI Laval Inc. (410),Aesthetics / Medical,Tier 2,"new_year, pre_summer_aesthetic, holiday","Jan, Feb, Apr, May, Jun, Nov, Dec",Mar 2027,2027-03,2027-03-01,T-8 to T-4 launch prep,Medium,Lynda Khouildi,"$84,240",Planned,Schedule planning touchpoint,No,New Year / pre-summer treatment package financing
Dirty Diesel Customs,Auto,Tier 2,"auto_spring, auto_winter_prep","Apr, May, Jun, Oct, Nov",Mar 2027,2027-03,2027-03-01,T-8 to T-4 launch prep,Medium,Lynda Khouildi,"$513,649",Planned,Schedule planning touchpoint,No,Spring upgrade / winter prep parts and service financing
Dufresne,Furniture & Home,Tier 2,"spring_home, bts, holiday","Apr, May, Aug, Sep, Nov, Dec",Mar 2027,2027-03,2027-03-01,T-8 to T-4 launch prep,Medium,Lynda Khouildi,"$124,984",Planned,Schedule planning touchpoint,No,Spring refresh / move season / holiday big-ticket financing
Emma Sleep,Sleep,Tier 2,"spring_home, labour_day, holiday","Apr, May, Sep, Nov, Dec",Mar 2027,2027-03,2027-03-01,T-8 to T-4 launch prep,Medium,Lynda Khouildi,"$238,151",Planned,Schedule planning touchpoint,No,Spring / Labour Day / holiday mattress and bedding push
Factory Optical,Aesthetics / Medical,Tier 2,"new_year, pre_summer_aesthetic, holiday","Jan, Feb, Apr, May, Jun, Nov, Dec",Mar 2027,2027-03,2027-03-01,T-8 to T-4 launch prep,Medium,Cathryn Felton,$186.56,Planned,Schedule planning touchpoint,No,New Year / pre-summer treatment package financing
GhostBed,Sleep,Tier 2,"spring_home, labour_day, holiday","Apr, May, Sep, Nov, Dec",Mar 2027,2027-03,2027-03-01,T-8 to T-4 launch prep,Medium,Cathryn Felton,"$245,853",Planned,Schedule planning touchpoint,No,Spring / Labour Day / holiday mattress and bedding push
Giant Bicycle Canada,Fitness & Mobility,Tier 2,"spring_home, summer_home","Apr, May, Jun, Jul",Mar 2027,2027-03,2027-03-01,T-8 to T-4 launch prep,Medium,Lynda Khouildi,"$333,547",Planned,Schedule planning touchpoint,No,New Year / spring / holiday equipment financing
Hetta Furniture,Furniture & Home,Tier 2,"spring_home, bts, holiday","Apr, May, Aug, Sep, Nov, Dec",Mar 2027,2027-03,2027-03-01,T-8 to T-4 launch prep,Medium,Lynda Khouildi,"$1,233",Planned,Schedule planning touchpoint,No,Spring refresh / move season / holiday big-ticket financing
INFINILOOK - New Look Canada,Aesthetics / Medical,Tier 2,"new_year, pre_summer_aesthetic, holiday","Jan, Feb, Apr, May, Jun, Nov, Dec",Mar 2027,2027-03,2027-03-01,T-8 to T-4 launch prep,Medium,Lynda Khouildi,"$74,029",Planned,Schedule planning touchpoint,No,New Year / pre-summer treatment package financing
IRIS Ste-Julie (48),Aesthetics / Medical,Tier 2,"new_year, pre_summer_aesthetic, holiday","Jan, Feb, Apr, May, Jun, Nov, Dec",Mar 2027,2027-03,2027-03-01,T-8 to T-4 launch prep,Medium,Lynda Khouildi,"$10,905",Planned,Schedule planning touchpoint,No,New Year / pre-summer treatment package financing
International Institute of Aesthetic Medicine USA,Aesthetics / Medical,Tier 2,"new_year, pre_summer_aesthetic, holiday","Jan, Feb, Apr, May, Jun, Nov, Dec",Mar 2027,2027-03,2027-03-01,T-8 to T-4 launch prep,Medium,Lynda Khouildi,"$209,747",Planned,Schedule planning touchpoint,No,New Year / pre-summer treatment package financing
Iris Eyewar,Aesthetics / Medical,Tier 2,"new_year, pre_summer_aesthetic, holiday","Jan, Feb, Apr, May, Jun, Nov, Dec",Mar 2027,2027-03,2027-03-01,T-8 to T-4 launch prep,Medium,Cathryn Felton,"$397,923",Planned,Schedule planning touchpoint,No,New Year / pre-summer treatment package financing
Kits Eyecare,Aesthetics / Medical,Tier 2,"new_year, pre_summer_aesthetic, holiday","Jan, Feb, Apr, May, Jun, Nov, Dec",Mar 2027,2027-03,2027-03-01,T-8 to T-4 launch prep,Medium,Cathryn Felton,"$6,687",Planned,Schedule planning touchpoint,No,New Year / pre-summer treatment package financing
Lee Valley Tools Limited,Home Improvement,Tier 2,"spring_home, holiday","Apr, May, Nov, Dec",Mar 2027,2027-03,2027-03-01,T-8 to T-4 launch prep,Medium,Saagar Chugh,"$539,962",Planned,Schedule planning touchpoint,No,Spring reno / summer outdoor / holiday tools
Mr. Lube,Auto,Tier 2,"auto_spring, auto_winter_prep","Apr, May, Jun, Oct, Nov",Mar 2027,2027-03,2027-03-01,T-8 to T-4 launch prep,Medium,Lynda Khouildi,"$467,107",Planned,Schedule planning touchpoint,No,Spring upgrade / winter prep parts and service financing
New Look Canada,Aesthetics / Medical,Tier 2,"new_year, pre_summer_aesthetic, holiday","Jan, Feb, Apr, May, Jun, Nov, Dec",Mar 2027,2027-03,2027-03-01,T-8 to T-4 launch prep,Medium,Cathryn Felton,$2.15M,Planned,Schedule planning touchpoint,No,New Year / pre-summer treatment package financing
Novosbed,Sleep,Tier 2,"spring_home, labour_day, holiday","Apr, May, Sep, Nov, Dec",Mar 2027,2027-03,2027-03-01,T-8 to T-4 launch prep,Medium,Lynda Khouildi,"$215,425",Planned,Schedule planning touchpoint,No,Spring / Labour Day / holiday mattress and bedding push
Oasis Aesthetics Spa - Winnipeg,Aesthetics / Medical,Tier 2,"new_year, pre_summer_aesthetic, holiday","Jan, Feb, Apr, May, Jun, Nov, Dec",Mar 2027,2027-03,2027-03-01,T-8 to T-4 launch prep,Medium,Lynda Khouildi,"$200,301",Planned,Schedule planning touchpoint,No,New Year / pre-summer treatment package financing
Optique Beauport Inc. (308),Aesthetics / Medical,Tier 2,"new_year, pre_summer_aesthetic, holiday","Jan, Feb, Apr, May, Jun, Nov, Dec",Mar 2027,2027-03,2027-03-01,T-8 to T-4 launch prep,Medium,Lynda Khouildi,"$5,015",Planned,Schedule planning touchpoint,No,New Year / pre-summer treatment package financing
PMC Tire,Auto,Tier 2,"auto_spring, auto_winter_prep","Apr, May, Jun, Oct, Nov",Mar 2027,2027-03,2027-03-01,T-8 to T-4 launch prep,Medium,Lynda Khouildi,$1.14M,Planned,Schedule planning touchpoint,No,Spring upgrade / winter prep parts and service financing
Park Auto Motorsports,Auto,Tier 2,"auto_spring, auto_winter_prep","Apr, May, Jun, Oct, Nov",Mar 2027,2027-03,2027-03-01,T-8 to T-4 launch prep,Medium,Lynda Khouildi,"$436,488",Planned,Schedule planning touchpoint,No,Spring upgrade / winter prep parts and service financing
Parts Avatar,Auto,Tier 2,"auto_spring, auto_winter_prep","Apr, May, Jun, Oct, Nov",Mar 2027,2027-03,2027-03-01,T-8 to T-4 launch prep,Medium,Lynda Khouildi,"$434,154",Planned,Schedule planning touchpoint,No,Spring upgrade / winter prep parts and service financing
Parts Engine,Auto,Tier 2,"auto_spring, auto_winter_prep","Apr, May, Jun, Oct, Nov",Mar 2027,2027-03,2027-03-01,T-8 to T-4 launch prep,Medium,Lynda Khouildi,"$935,339",Planned,Schedule planning touchpoint,No,Spring upgrade / winter prep parts and service financing
Polysleep,Sleep,Tier 2,"spring_home, labour_day, holiday","Apr, May, Sep, Nov, Dec",Mar 2027,2027-03,2027-03-01,T-8 to T-4 launch prep,Medium,Lynda Khouildi,"$302,544",Planned,Schedule planning touchpoint,No,Spring / Labour Day / holiday mattress and bedding push
Rad Power Bikes,Fitness & Mobility,Tier 2,"new_year, spring_home, holiday","Jan, Feb, Apr, May, Nov, Dec",Mar 2027,2027-03,2027-03-01,T-8 to T-4 launch prep,Medium,Lynda Khouildi,"$48,162",Planned,Schedule planning touchpoint,No,New Year / spring / holiday equipment financing
Removery,Aesthetics / Medical,Tier 2,"new_year, pre_summer_aesthetic","Jan, Feb, Apr, May, Jun",Mar 2027,2027-03,2027-03-01,T-8 to T-4 launch prep,Medium,Lynda Khouildi,$1.75M,Planned,Schedule planning touchpoint,No,New Year / pre-summer treatment package financing
Removery - Kitsilano,Aesthetics / Medical,Tier 2,"new_year, pre_summer_aesthetic, holiday","Jan, Feb, Apr, May, Jun, Nov, Dec",Mar 2027,2027-03,2027-03-01,T-8 to T-4 launch prep,Medium,Lynda Khouildi,"$242,743",Planned,Schedule planning touchpoint,No,New Year / pre-summer treatment package financing
Rove Concepts,Furniture & Home,Tier 2,"spring_home, bts, holiday","Apr, May, Aug, Sep, Nov, Dec",Mar 2027,2027-03,2027-03-01,T-8 to T-4 launch prep,Medium,Lynda Khouildi,"$452,622",Planned,Schedule planning touchpoint,No,Spring refresh / move season / holiday big-ticket financing
Shino Bay Cosmetic Dermatology - In-Store,Aesthetics / Medical,Tier 2,"new_year, pre_summer_aesthetic, holiday","Jan, Feb, Apr, May, Jun, Nov, Dec",Mar 2027,2027-03,2027-03-01,T-8 to T-4 launch prep,Medium,Lynda Khouildi,"$8,092",Planned,Schedule planning touchpoint,No,New Year / pre-summer treatment package financing
Speedy Glass,Auto,Tier 2,"auto_spring, auto_winter_prep","Apr, May, Jun, Oct, Nov",Mar 2027,2027-03,2027-03-01,T-8 to T-4 launch prep,Medium,Lynda Khouildi,$416.25,Planned,Schedule planning touchpoint,No,Spring upgrade / winter prep parts and service financing
Sunday Furniture Ltd,Furniture & Home,Tier 2,"spring_home, bts, holiday","Apr, May, Aug, Sep, Nov, Dec",Mar 2027,2027-03,2027-03-01,T-8 to T-4 launch prep,Medium,Lynda Khouildi,"$519,933",Planned,Schedule planning touchpoint,No,Spring refresh / move season / holiday big-ticket financing
Tdot Performance,Auto,Tier 2,"auto_spring, auto_winter_prep","Apr, May, Jun, Oct, Nov",Mar 2027,2027-03,2027-03-01,T-8 to T-4 launch prep,Medium,Lynda Khouildi,"$805,141",Planned,Schedule planning touchpoint,No,Spring upgrade / winter prep parts and service financing
The Vision Clinic,Aesthetics / Medical,Tier 2,"new_year, pre_summer_aesthetic, holiday","Jan, Feb, Apr, May, Jun, Nov, Dec",Mar 2027,2027-03,2027-03-01,T-8 to T-4 launch prep,Medium,Cathryn Felton,"$1,037",Planned,Schedule planning touchpoint,No,New Year / pre-summer treatment package financing
